Disp,Force
0,0
0.00059034,0.002178001
0.000539789,0.004258274
0.000680841,0.005561467
0.000550679,0.006877504
0.000834955,0.008111733
0.000787975,0.009162411
0.00104296,0.010324548
0.00106145,0.011646725
0.00126045,0.012770052
0.00111406,0.013951781
0.00135117,0.015805551
0.00148186,0.017660082
0.00145017,0.0194771
0.0016443,0.020999893
0.00161494,0.022505955
0.00173326,0.024313255
0.00188878,0.025684582
0.00198505,0.027256069
0.00202554,0.028831499
0.00209952,0.030330078
0.00227906,0.03240284
0.00244437,0.03413372
0.00240095,0.036097282
0.00267874,0.037959137
0.00285822,0.040166199
0.00306555,0.042197334
0.00366709,0.044626286
0.0029483,0.046930042
0.0036517,0.049349033
0.00357656,0.051875282
0.00374893,0.054312855
0.00377762,0.057133205
0.00397054,0.059643227
0.00410893,0.062306377
0.0044524,0.065059311
0.00392647,0.067800354
0.00479417,0.070580345
0.00489758,0.073405487
0.00507667,0.076262817
0.00481993,0.079222008
0.00540465,0.082353508
0.00557934,0.085388664
0.00585676,0.088568092
0.00595727,0.091799713
0.00616361,0.094908821
0.00641072,0.09838842
0.00680523,0.101835907
0.00694129,0.105378517
0.0072066,0.108875832
0.00723738,0.112612305
0.00762507,0.116291115
0.00778337,0.120212975
0.00808957,0.124083206
0.00841333,0.127994644
0.00846528,0.131884872
0.00886244,0.135861267
0.00880766,0.139960083
0.00919549,0.144161392
0.00951579,0.148532532
0.00962195,0.1530242
0.0100212,0.157620865
0.0102592,0.162194336
0.0104431,0.166941132
0.0110546,0.171730515
0.0113323,0.176626511
0.0115443,0.181448898
0.0118376,0.186147369
0.0120756,0.191057678
0.0124992,0.196107147
0.0126853,0.201226761
0.0129126,0.206336121
0.0133435,0.211459915
0.0137868,0.216719986
0.0139952,0.222063904
0.0143317,0.227275681
0.0146668,0.232590729
0.0150856,0.238337891
0.0154404,0.243910629
0.0156567,0.249750748
0.0162396,0.255619522
0.0164542,0.261767151
0.0168839,0.267968811
0.0172802,0.274191925
0.0175725,0.280505066
0.0182666,0.287116364
0.0185082,0.293470795
0.0189719,0.300150208
0.0193394,0.306862427
0.0197508,0.313712799
0.0202018,0.320555481
0.0207046,0.327448669
0.021107,0.334418732
0.0214992,0.341524536
0.0221627,0.348634979
0.0225571,0.355820404
0.0230461,0.363197327
0.0234558,0.370500031
0.0239394,0.377887482
0.0245295,0.385325958
0.0251148,0.392797791
0.0255336,0.400506866
0.0260597,0.408373688
0.026486,0.416160553
0.0270547,0.424137085
0.0275815,0.432163269
0.0280675,0.440053345
0.0286905,0.448234741
0.0291676,0.456330688
0.029693,0.46467218
0.0302451,0.472892212
0.0307295,0.481087921
0.0313995,0.48932431
0.0322623,0.497853149
0.0326512,0.506542938
0.0331838,0.51517157
0.0338435,0.523869995
0.0343503,0.532784424
0.0349486,0.541802124
0.0354736,0.550711609
0.0362443,0.559896606
0.0367677,0.568980896
0.0373054,0.578280579
0.0380083,0.587475525
0.0387202,0.596486206
0.0393383,0.605649963
0.0401589,0.615077576
0.0405707,0.624265381
0.0412278,0.633641785
0.0419698,0.643171265
0.0427897,0.652672363
0.0430981,0.662088989
0.0438704,0.671557617
0.0449046,0.681226318
0.0455824,0.690995422
0.0460368,0.700554443
0.0467115,0.710133606
0.0474706,0.719875549
0.0482079,0.729875061
0.0489649,0.739770325
0.0497425,0.749756226
0.0505944,0.759714172
0.0512128,0.769864868
0.0520019,0.779777954
0.052715,0.789888
0.0530447,0.800032043
0.0544411,0.810131836
0.0550121,0.820297241
0.0557642,0.830659851
0.0566005,0.840797607
0.0573471,0.851135437
0.0582219,0.861149841
0.0589215,0.871636902
0.0595537,0.881986877
0.0607515,0.892288452
0.0614299,0.902886536
0.0622255,0.913352356
0.0631306,0.923663208
0.0638563,0.934043152
0.0647331,0.944520081
0.065547,0.954989014
0.0664366,0.965471069
0.0672471,0.975697021
0.0682833,0.986395874
0.0689717,0.997009644
0.0698627,1.00733844
0.0707832,1.018059692
0.0715536,1.028758179
0.0723934,1.039242676
0.0734236,1.049903442
0.074168,1.060488281
0.0751841,1.071032837
0.075979,1.081708984
0.0770035,1.092580078
0.0779644,1.103141235
0.0789408,1.113902466
0.079851,1.124380371
0.0807808,1.134612549
0.081768,1.14515918
0.0826403,1.155704346
0.0835317,1.165834106
0.0845386,1.176389648
0.0855699,1.186753662
0.0865538,1.197036743
0.0873824,1.207164307
0.0883273,1.217358398
0.0894123,1.227520386
0.0902426,1.237876709
0.0911775,1.248096802
0.0921441,1.258085571
0.0930176,1.268474854
0.0942881,1.278671387
0.0950982,1.289111206
0.096161,1.299174072
0.0970873,1.30936377
0.0981521,1.319543457
0.0992609,1.32963916
0.100164,1.339878052
0.101087,1.350058228
0.102165,1.360172852
0.103223,1.370335083
0.104331,1.380427246
0.105331,1.390442749
0.106429,1.400511841
0.107456,1.410361206
0.108653,1.420092163
0.109829,1.430083862
0.110845,1.440010376
0.111837,1.450019165
0.1132,1.459918823
0.114265,1.469838013
0.115465,1.479587891
0.116588,1.489487305
0.117747,1.499354492
0.118982,1.508916016
0.120057,1.518674072
0.121251,1.528234131
0.12231,1.537843384
0.123596,1.547413818
0.124698,1.556592651
0.126019,1.566075317
0.127087,1.575326538
0.128302,1.584506714
0.129626,1.593766846
0.130921,1.602910645
0.132212,1.612272339
0.133371,1.621582397
0.134693,1.630730835
0.135948,1.639816528
0.137265,1.6488573
0.138605,1.657871826
0.139965,1.666746094
0.141362,1.675795776
0.142584,1.684626343
0.143977,1.693537842
0.145389,1.702257446
0.146856,1.711269043
0.148284,1.720126465
0.149588,1.72862854
0.151074,1.737254028
0.152498,1.745861328
0.153971,1.754438843
0.155628,1.762991333
0.157108,1.771432861
0.158574,1.779792358
0.160196,1.788348877
0.161763,1.796730957
0.163393,1.805163086
0.165118,1.813293091
0.166841,1.821481323
0.168317,1.829518677
0.16998,1.837801758
0.171602,1.845700439
0.173508,1.853708984
0.175105,1.861501831
0.177012,1.8694729
0.178673,1.877139771
0.180358,1.884830322
0.182237,1.892334839
0.183983,1.900132568
0.185985,1.907607178
0.187625,1.91526355
0.189653,1.922888916
0.191545,1.930223633
0.193494,1.937413818
0.195781,1.944895508
0.197541,1.952029907
0.199502,1.959054688
0.201569,1.966245972
0.20351,1.973069092
0.205579,1.979964111
0.207692,1.986996338
0.209824,1.993556763
0.211965,2.000109985
0.214217,2.006807007
0.216329,2.013434448
0.218368,2.019874634
0.220455,2.026354248
0.222874,2.032744751
0.225028,2.039142822
0.227295,2.045556519
0.229642,2.051743408
0.231943,2.057986328
0.234359,2.064088623
0.236603,2.070129883
0.238979,2.076238525
0.241386,2.082254395
0.243926,2.088322266
0.246225,2.094243896
0.248814,2.100096191
0.251391,2.105748291
0.253902,2.111685303
0.256404,2.11719751
0.258866,2.122944336
0.261359,2.128568359
0.263881,2.13401709
0.266713,2.139492676
0.269171,2.14489624
0.271706,2.150380615
0.274271,2.1558396
0.277078,2.160890137
0.279551,2.166177979
0.282278,2.171329102
0.284898,2.176528564
0.28797,2.181685791
0.290461,2.186746582
0.2933,2.191980713
0.296031,2.197106689
0.298803,2.201893311
0.30154,2.206771484
0.30442,2.211694092
0.307257,2.216773926
0.30995,2.221391113
0.312781,2.226166992
0.315816,2.231006836
0.318376,2.23569043
0.321294,2.240618896
0.324167,2.245198975
0.327063,2.249886475
0.329977,2.25430542
0.333054,2.25887207
0.336059,2.263584473
0.338946,2.268073975
0.342061,2.272613281
0.345092,2.277166748
0.347944,2.281691895
0.350895,2.286150146
0.354305,2.290597168
0.357164,2.294824951
0.360149,2.299024658
0.36312,2.303341309
0.366104,2.307585938
0.36923,2.31186377
0.372337,2.316272217
0.375386,2.320453125
0.378364,2.324422363
0.381499,2.328828125
0.384494,2.332857422
0.387552,2.337094238
0.390782,2.341349609
0.393959,2.345154053
0.397213,2.349442139
