Disp,Force
0,0
0.000303946,0.020824766
0.00034812,0.022886223
0.000366179,0.02502919
0.000549116,0.027471874
0.000490646,0.029825788
0.000334773,0.032626652
0.000457474,0.035689571
0.000452963,0.038820435
0.000480678,0.042210667
0.000531693,0.04580246
0.000680257,0.049560982
0.000755365,0.053468555
0.000645308,0.05797509
0.00070226,0.062356461
0.000756883,0.067049698
0.000882302,0.071945641
0.000831736,0.077086945
0.00085203,0.08243203
0.00103274,0.088014503
0.00125017,0.093659584
0.00128667,0.099720161
0.00133445,0.105844238
0.00133532,0.112288689
0.00138269,0.119016808
0.00146821,0.125860909
0.00157371,0.133045135
0.00170363,0.140600403
0.00176587,0.148400223
0.00196987,0.156319214
0.00216904,0.1644272
0.00228851,0.173179337
0.00234165,0.181857712
0.00236634,0.190774338
0.00240228,0.200307297
0.00244901,0.209976242
0.00267315,0.220033035
0.00289284,0.230084351
0.00307045,0.240640808
0.00309173,0.25153125
0.00348226,0.262582184
0.00336257,0.274069824
0.00352935,0.285862762
0.00365106,0.297922028
0.00387325,0.310146667
0.00402427,0.322935638
0.00416211,0.335692657
0.00444169,0.348943512
0.00458588,0.362070984
0.0047096,0.375624756
0.00482063,0.389232544
0.00485599,0.402919586
0.00518656,0.417168152
0.0051807,0.431226593
0.00559158,0.445699188
0.00550096,0.460250671
0.00593933,0.475003113
0.00625071,0.489899109
0.0060686,0.505060516
0.00638259,0.520382019
0.00662173,0.535579895
0.0068349,0.551266052
0.00714071,0.567061646
0.00738711,0.583139343
0.0075481,0.599136841
0.00711716,0.615329468
0.00785491,0.631602661
0.008533,0.647902649
0.00808479,0.66433136
0.00843414,0.68080542
0.00859728,0.697235107
0.00889736,0.714104614
0.00916884,0.730856506
0.00948719,0.747703735
0.00953023,0.764838257
0.00982026,0.781849915
0.00989143,0.799047058
0.0100841,0.816219604
0.00971307,0.833598816
0.0101219,0.850822021
0.0108706,0.868279297
0.0111351,0.885852966
0.0113512,0.903453003
0.0115703,0.921054871
0.011772,0.938829041
0.0118822,0.956411743
0.0122228,0.974230225
0.0125907,0.991713013
0.0126398,1.008998169
0.0128138,1.026635376
0.0134268,1.044026123
0.0133472,1.061763062
0.0133735,1.079420654
0.0136966,1.097038086
0.0140129,1.114409546
0.0143308,1.131749146
0.0143539,1.148792725
0.0148247,1.165947632
0.014989,1.183494507
0.0150257,1.200428711
0.0153978,1.21707959
0.0156718,1.23390979
0.0155894,1.250931641
0.0159448,1.26771167
0.0161421,1.284725464
0.0163938,1.301593872
0.0167186,1.318441162
0.0169941,1.335356567
0.0172586,1.352638306
0.0175456,1.369733643
0.0174954,1.386755981
0.0178886,1.403806885
0.017647,1.420884644
0.0179023,1.437783813
0.0179973,1.455152954
0.0185112,1.472051392
0.0188407,1.489053955
0.0193823,1.506099365
0.019402,1.522831543
0.0194301,1.539993286
0.0197373,1.557160522
0.0192539,1.57441394
0.0202104,1.591400146
0.0203588,1.608777954
0.0207175,1.626182739
0.0208892,1.643458862
0.0211215,1.660755615
0.0211659,1.677898926
0.0211979,1.694908081
0.0217828,1.712137207
0.0219874,1.728923218
0.0221511,1.745495483
0.0222906,1.762374634
0.0227494,1.779446167
0.0227806,1.796178833
0.0228502,1.813231201
0.0229215,1.830347656
0.0234649,1.847099121
0.0236771,1.864421753
0.0238858,1.881537842
0.024099,1.898412842
0.0242884,1.915282959
0.0246765,1.93217334
0.0246594,1.949055054
0.0252215,1.965744019
0.0254325,1.982787842
0.0253965,1.999374146
0.0257878,2.015970825
0.0262811,2.032918945
0.0262759,2.049829834
0.0264637,2.066845947
0.026603,2.084041016
0.0270117,2.101182861
0.0273609,2.118314941
0.027626,2.135635986
0.0277626,2.152738037
0.0279849,2.169894775
0.0281809,2.186911865
0.0283846,2.203902344
0.0287492,2.220349121
0.0289404,2.237206299
0.0290716,2.25388623
0.0292355,2.270359863
0.0293577,2.287122314
0.0297635,2.304163574
0.0298745,2.320990723
0.0301745,2.337856689
0.0303557,2.354647949
0.0306589,2.371205078
0.0309406,2.388078125
0.0311599,2.404954102
0.0313941,2.421706299
0.0317545,2.438373047
0.0317302,2.455261475
0.032006,2.47206665
0.032231,2.488607178
0.0324418,2.505823242
0.0326256,2.522601318
0.0330291,2.539392822
0.0333022,2.556196045
0.0336237,2.573189697
0.0337238,2.589826172
0.0338303,2.606998535
0.0343115,2.623791016
0.0347303,2.64096875
0.0346433,2.658162354
0.0348391,2.674646729
0.0351265,2.691416748
0.0353874,2.708111328
0.0357731,2.725105225
0.0359387,2.741623047
0.0361686,2.758382813
0.0363795,2.775008545
0.0366629,2.791628906
0.0368481,2.808856934
0.0370273,2.825842529
0.0372404,2.842672119
0.0375187,2.859645264
0.0377434,2.876508057
0.037951,2.893296631
0.0382479,2.910307373
0.038464,2.927311279
0.0387337,2.94416626
0.0389471,2.961143066
0.0392725,2.978300781
0.0395479,2.995662598
0.0396936,3.013490967
0.0399156,3.031452637
0.0404466,3.049457275
0.040355,3.068050049
0.0407632,3.086528564
0.041013,3.105186768
0.0413844,3.124092285
0.0415972,3.142951416
0.0419354,3.162293457
0.0420732,3.181412598
0.0427756,3.200774414
0.0427915,3.220152344
0.0429472,3.239128662
0.0433287,3.258651123
0.0436532,3.278537598
0.0441245,3.297988281
0.0443127,3.318239746
0.044589,3.338186279
0.0447113,3.357866211
0.0450722,3.378136475
0.0454819,3.398056396
0.0457951,3.41832959
0.0461322,3.438684326
0.0464381,3.459245361
0.046644,3.479575195
0.0469149,3.500484131
0.0472728,3.521091797
0.0476339,3.541668213
0.0478416,3.562226318
0.0481152,3.583072021
0.048471,3.604055908
0.0491195,3.624959229
0.0491854,3.646350098
0.0498573,3.667348877
0.049966,3.688629639
0.0501246,3.709963135
0.0505602,3.731150146
0.0508571,3.752202393
0.051188,3.773382324
0.0515584,3.794878174
0.0520058,3.815577393
0.0524296,3.83719458
0.052673,3.858383057
0.0530814,3.879972168
0.0532841,3.901496094
0.053536,3.923102539
0.0540647,3.945133789
0.0544741,3.966649658
0.0546277,3.988155029
0.0552187,4.009309326
0.0555236,4.03110498
0.0558889,4.052796387
0.0561107,4.073619629
0.0565315,4.095494385
0.0569643,4.116871094
0.0572295,4.138671387
0.0576079,4.160692871
0.0579922,4.182810059
0.0583959,4.204896973
0.0587517,4.227310547
0.0591766,4.249937988
