,S:Max Principal P,S:Mid Principal P,S:Min Principal P,Unnamed: 4,Unnamed: 8,Unnamed: 9,Unnamed: 11,Unnamed: 12
110,1.51421E+03,281.943,9.83784,277.449E-03,0.,,674.267E-03,433.571E-03
111,1.51515E+03,279.917,9.60228,279.933E-03,0.,,676.85E-03,432.699E-03
112,1.51591E+03,277.898,9.24471,282.394E-03,0.,,679.245E-03,431.79E-03
113,1.51704E+03,276.691,8.99149,284.869E-03,0.,,680.783E-03,431.186E-03
114,1.51811E+03,275.378,8.72795,287.334E-03,0.,,682.432E-03,430.545E-03
115,1.51934E+03,274.457,8.49419,289.79E-03,0.,,683.639E-03,430.044E-03
116,1.52034E+03,273.163,8.24478,292.235E-03,0.,,685.254E-03,429.422E-03
117,1.52151E+03,272.201,8.08881,294.68E-03,0.,,686.579E-03,428.947E-03
118,1.5226E+03,271.162,7.84584,297.12E-03,0.,,687.888E-03,428.413E-03
119,1.52305E+03,269.229,7.11848,299.556E-03,0.,,689.682E-03,427.403E-03
120,1.52328E+03,267.267,6.3539,301.78E-03,0.,,691.419E-03,426.384E-03
121,1.52338E+03,265.066,5.62214,303.944E-03,0.,,693.465E-03,425.305E-03
122,1.52371E+03,263.237,5.01946,306.118E-03,0.,,695.22E-03,424.397E-03
123,1.52408E+03,261.452,4.47246,308.287E-03,0.,,696.982E-03,423.527E-03
124,1.52446E+03,259.779,3.90321,310.44E-03,0.,,698.578E-03,422.687E-03
125,1.52488E+03,258.238,3.39153,312.599E-03,0.,,700.075E-03,421.916E-03
126,1.52535E+03,256.782,2.92652,314.752E-03,0.,,701.521E-03,421.191E-03
127,1.52585E+03,255.363,2.49474,316.9E-03,0.,,702.962E-03,420.492E-03
128,1.52659E+03,254.307,2.21841,319.048E-03,0.,,704.15E-03,419.972E-03
129,1.52736E+03,253.324,2.00533,321.195E-03,0.,,705.32E-03,419.501E-03
130,1.5281E+03,252.408,1.74637,323.342E-03,0.,,706.35E-03,419.036E-03
131,1.52889E+03,251.624,1.50857,325.478E-03,0.,,707.246E-03,418.623E-03
132,1.52974E+03,250.868,1.34248,327.613E-03,0.,,708.192E-03,418.247E-03
133,1.53038E+03,249.764,1.04878,329.741E-03,0.,,709.395E-03,417.712E-03
134,1.52562E+03,242.431,-4.09385,331.826E-03,0.,,712.269E-03,413.328E-03
135,1.46917E+03,172.213,-54.2698,333.374E-03,0.,,734.988E-03,371.574E-03
136,1.36115E+03,50.8631,-156.521,334.526E-03,0.,,752.142E-03,293.613E-03
137,817.491,-34.4632,-49.3354,334.705E-03,0.,,433.367E-03,284.547E-03
138,535.916,46.897,-285.157,334.705E-03,0.,,426.413E-03,138.692E-03
139,603.781,22.5154,-479.753,334.705E-03,0.,,791.955E-03,52.0099E-03
140,617.854,13.1615,-658.482,334.705E-03,0.,,800.612E-03,-8.27922E-03
141,194.171,8.39447,-794.37,334.705E-03,0.,,439.227E-03,-216.781E-03
142,145.198,45.5626,-1.00261E+03,334.705E-03,0.,,313.882E-03,-245.708E-03
143,188.261,8.31249,-1.18403E+03,334.705E-03,0.,,768.758E-03,-254.811E-03
144,139.586,-5.5867,-1.22198E+03,334.705E-03,0.,,,-280.026E-03
145,110.599,17.7074,-1.36951E+03,334.705E-03,0.,,709.875E-03,-288.132E-03
146,79.173,19.3012,-1.38311E+03,335.197E-03,0.,,718.977E-03,-298.763E-03
147,59.1547,6.39967,-1.37846E+03,335.719E-03,0.,,955.166E-03,-309.945E-03
148,58.0737,12.4795,-1.41566E+03,336.135E-03,0.,,,-308.906E-03
149,27.3749,2.20883,-1.40971E+03,337.069E-03,0.,,737.452E-03,-322.912E-03
150,42.3592,-2.53457,-1.43147E+03,337.312E-03,0.,,,-319.499E-03
151,40.1461,-9.68549,-1.26448E+03,337.707E-03,0.,,0.,-321.249E-03
152,38.9139,-8.03548,-1.26615E+03,337.707E-03,0.,,0.,-321.125E-03
153,38.3733,-9.22308,-1.34192E+03,337.707E-03,0.,,0.,-322.44E-03
154,41.29,-7.38298,-1.29796E+03,337.707E-03,0.,,0.,-320.276E-03
155,38.1942,-8.71836,-1.37469E+03,337.707E-03,0.,,0.,-322.588E-03
156,39.6811,-8.26984,-1.37571E+03,337.707E-03,0.,,0.,-321.902E-03
157,40.1268,-9.09821,-1.38027E+03,337.707E-03,0.,,0.,-322.068E-03
158,39.0866,-9.28199,-1.39677E+03,337.707E-03,0.,,0.,-322.635E-03
159,40.3332,-9.39038,-1.38579E+03,337.707E-03,0.,,0.,-322.14E-03
160,39.3991,-9.0509,-1.40546E+03,337.707E-03,0.,,0.,-322.512E-03
161,38.581,-9.55086,-1.40762E+03,337.707E-03,0.,,0.,-322.988E-03
162,38.5731,-10.4923,-1.41609E+03,337.707E-03,0.,,0.,-323.373E-03
163,38.7077,-9.39979,-1.41629E+03,337.707E-03,0.,,0.,-322.956E-03
164,38.8077,-8.65278,-1.4189E+03,337.707E-03,0.,,0.,-322.686E-03
165,38.9614,-8.93634,-1.42197E+03,337.707E-03,0.,,0.,-322.752E-03
166,38.997,-8.34678,-1.42226E+03,337.707E-03,0.,,0.,-322.542E-03
167,38.7241,-7.79667,-1.42275E+03,337.707E-03,0.,,0.,-322.455E-03
168,39.3176,-7.65304,-1.4264E+03,337.707E-03,0.,,0.,-322.228E-03
169,39.3919,-8.44602,-1.42548E+03,337.707E-03,0.,,0.,-322.462E-03
170,39.0401,-7.26809,-1.42736E+03,337.707E-03,0.,,0.,-322.202E-03
171,39.4608,-7.53958,-1.42541E+03,337.707E-03,0.,,0.,-322.132E-03
172,39.067,-6.41643,-1.42876E+03,337.707E-03,0.,,932.326E-03,-321.917E-03
173,40.1191,-6.23018,-1.42818E+03,337.707E-03,0.,,0.,-321.484E-03
174,39.5657,-6.1971,-1.43152E+03,337.707E-03,0.,,0.,-321.692E-03
175,39.688,-6.08859,-1.43209E+03,337.707E-03,0.,,0.,-321.618E-03
176,31.9017,-16.268,-1.38264E+03,337.936E-03,0.,,0.,-327.564E-03
177,35.3653,-9.3297,-1.40152E+03,337.936E-03,0.,,0.,-324.009E-03
178,34.7712,-7.61307,-1.39641E+03,337.936E-03,0.,,956.151E-03,-323.593E-03
179,41.853,-4.13261,-1.40247E+03,337.936E-03,0.,,879.404E-03,-319.938E-03
180,40.8753,-9.05494,-1.41431E+03,337.936E-03,0.,,0.,-322.062E-03
181,37.0529,-6.64501,-1.40758E+03,337.936E-03,0.,,0.,-322.533E-03
182,36.6962,-6.70835,-1.40926E+03,337.936E-03,0.,,0.,-322.693E-03
183,37.2331,-5.88737,-1.40861E+03,337.936E-03,0.,,0.,-322.219E-03
184,38.0706,-7.16461,-1.40586E+03,337.936E-03,0.,,0.,-322.339E-03
185,38.2399,-7.55611,-1.41007E+03,337.936E-03,0.,,0.,-322.445E-03
186,38.9986,-5.39551,-1.40741E+03,337.936E-03,0.,,0.,-321.419E-03
187,37.5916,-8.21884,-1.40018E+03,337.936E-03,0.,,0.,-322.826E-03
188,36.9289,-6.46697,-1.40022E+03,337.936E-03,0.,,0.,-322.459E-03
189,41.8781,-5.52868,-1.39863E+03,337.936E-03,0.,,0.,-320.371E-03
190,38.9339,-6.31214,-1.39863E+03,337.936E-03,0.,,0.,-321.682E-03
191,37.775,-7.63384,-1.40085E+03,337.936E-03,0.,,0.,-322.565E-03
192,34.999,-7.517,-1.40055E+03,337.936E-03,0.,,0.,-323.508E-03
193,40.4566,-5.30298,-1.39482E+03,337.936E-03,0.,,0.,-320.762E-03
194,36.5775,-4.32585,-1.39674E+03,337.936E-03,0.,,0.,-321.819E-03
195,43.2222,-8.16806,-1.36883E+03,338.067E-03,0.,,0.,-320.526E-03
196,39.4827,-3.34115,-1.3721E+03,338.067E-03,0.,,0.,-320.22E-03
197,39.4491,-473.166E-03,-1.36973E+03,338.067E-03,0.,,0.,-319.206E-03
198,41.1927,-6.36627,-1.36996E+03,338.067E-03,0.,,0.,-320.641E-03
199,37.0553,-3.91037,-1.36103E+03,338.067E-03,0.,,0.,-321.197E-03
200,42.3092,-3.35946,-1.366E+03,338.067E-03,0.,,0.,-319.147E-03
201,38.0687,-3.77624,-1.33899E+03,338.067E-03,0.,,0.,-320.575E-03
202,49.2237,-4.83162,-1.35858E+03,338.067E-03,0.,,0.,-317.076E-03
203,41.581,-3.03865,-1.35727E+03,338.067E-03,0.,,0.,-319.208E-03
204,37.9037,-8.49709,-1.36166E+03,338.067E-03,0.,,0.,-322.513E-03
205,37.2424,-4.14728,-1.3535E+03,338.067E-03,0.,,0.,-321.145E-03
206,41.9829,-7.21615,-1.34332E+03,338.067E-03,0.,,0.,-320.401E-03
207,41.4303,-5.62425,-1.35263E+03,338.067E-03,0.,,0.,-320.129E-03
208,40.053,-3.98886,-1.35162E+03,338.067E-03,0.,,0.,-320.044E-03
209,41.2691,-4.65463,-1.34728E+03,338.067E-03,0.,,0.,-319.792E-03
210,42.039,-3.9312,-1.34201E+03,338.067E-03,0.,,0.,-319.198E-03
211,41.1634,-4.49583,-1.34397E+03,338.067E-03,0.,,0.,-319.741E-03
212,36.9195,-4.22659,-1.34103E+03,338.067E-03,0.,,0.,-321.18E-03
213,41.2112,-4.95368,-1.33611E+03,338.067E-03,0.,,0.,-319.807E-03
214,33.8285,-15.6744,-1.32844E+03,338.067E-03,0.,,0.,-326.379E-03
215,37.9714,-8.04129,-1.33763E+03,338.067E-03,0.,,0.,-322.13E-03
216,41.9991,-3.94896,-1.33521E+03,338.067E-03,0.,,0.,-319.147E-03
217,40.9368,-2.89993,-1.32786E+03,338.067E-03,0.,,0.,-319.086E-03
218,41.0778,8.90944,-1.32441E+03,338.067E-03,0.,,0.,-314.744E-03
219,40.5927,-2.69589,-1.33124E+03,338.067E-03,0.,,0.,-319.176E-03
220,36.8866,-8.96934,-1.32744E+03,338.067E-03,0.,,0.,-322.786E-03
221,42.8661,-4.77673,-1.3278E+03,338.067E-03,0.,,0.,-319.043E-03
222,41.3814,-7.13515,-1.32249E+03,338.067E-03,0.,,0.,-320.394E-03
223,40.2008,-2.97436,-1.31769E+03,338.067E-03,0.,,0.,-319.28E-03
224,45.3346,-4.84378,-1.3172E+03,338.067E-03,0.,,0.,-318.028E-03
225,39.7827,-4.11297,-1.31721E+03,338.067E-03,0.,,0.,-319.845E-03
226,36.932,-7.0629,-1.31649E+03,338.067E-03,0.,,0.,-321.985E-03
227,49.732,-7.31441,-1.31148E+03,338.067E-03,0.,,0.,-317.201E-03
228,37.5507,-7.29885,-1.30477E+03,338.067E-03,0.,,0.,-321.734E-03
229,40.7847,-7.29155,-1.30632E+03,338.067E-03,0.,,0.,-320.517E-03
230,41.3988,-5.60418,-1.30339E+03,338.067E-03,0.,,0.,-319.636E-03
231,61.7741,-6.24894,-1.28815E+03,338.067E-03,0.,,0.,-311.923E-03
232,40.8769,-6.17121,-1.29241E+03,338.067E-03,0.,,0.,-319.93E-03
233,40.3871,-6.68885,-1.29742E+03,338.067E-03,0.,,0.,-320.359E-03
234,43.3974,-3.63601,-1.3005E+03,338.067E-03,0.,,0.,-318.125E-03
235,35.4344,-11.6592,-1.29914E+03,338.067E-03,0.,,0.,-324.109E-03
236,39.4168,-7.97496,-1.29144E+03,338.067E-03,0.,,0.,-321.148E-03
237,45.7002,-6.86694,-1.28777E+03,338.067E-03,0.,,0.,-318.287E-03
238,41.5562,-4.45827,-1.28464E+03,338.067E-03,0.,,0.,-318.951E-03
239,43.6208,-2.2856,-1.28228E+03,338.067E-03,0.,,0.,-317.323E-03
240,45.0097,-6.25266,-1.28729E+03,338.067E-03,0.,,0.,-318.319E-03
241,42.1874,-2.84944,-1.27885E+03,338.067E-03,0.,,0.,-318.043E-03
242,43.9974,-6.20973,-1.27698E+03,338.067E-03,0.,,0.,-318.574E-03
243,41.9906,-3.51734,-1.27642E+03,338.067E-03,0.,,0.,-318.339E-03
244,41.4045,-5.93154,-1.2721E+03,338.067E-03,0.,,0.,-319.421E-03
245,41.0838,-5.07747,-1.26724E+03,338.067E-03,0.,,0.,-319.171E-03
246,47.338,-4.69783,-1.26325E+03,338.067E-03,0.,,0.,-316.542E-03
247,44.7068,-2.48238,-1.26236E+03,338.067E-03,0.,,0.,-316.724E-03
248,45.9305,-4.99819,-1.26782E+03,338.067E-03,0.,,0.,-317.261E-03
249,45.5203,-489.09E-03,-1.26945E+03,338.067E-03,0.,,0.,-315.756E-03
250,44.8089,-2.75377,-1.26052E+03,338.067E-03,0.,,0.,-316.762E-03
251,45.7405,-2.39752,-1.26003E+03,338.067E-03,0.,,0.,-316.258E-03
252,39.5226,-3.20396,-1.24907E+03,338.067E-03,0.,,0.,-318.867E-03
253,40.1982,-728.323E-03,-1.24745E+03,338.067E-03,0.,,0.,-317.635E-03
254,43.5672,-5.48489,-1.2559E+03,338.067E-03,0.,,0.,-318.222E-03
255,40.3821,-4.4526,-1.24746E+03,338.067E-03,0.,,0.,-318.987E-03
256,39.3062,-4.50597,-1.25035E+03,338.067E-03,0.,,0.,-319.465E-03
257,53.0716,-1.52103,-1.24683E+03,338.067E-03,0.,,0.,-312.864E-03
258,45.378,-3.24655,-1.25376E+03,338.067E-03,0.,,0.,-316.636E-03
259,45.1318,-1.34687,-1.23507E+03,338.067E-03,0.,,0.,-315.755E-03
260,46.7639,-4.93216,-1.24219E+03,338.067E-03,0.,,0.,-316.575E-03
261,41.3186,-658.445E-03,-1.23526E+03,338.067E-03,0.,,0.,-317.009E-03
262,38.8579,-6.16136,-1.23616E+03,338.067E-03,0.,,0.,-320.126E-03
263,41.7038,-5.15879,-1.23703E+03,338.067E-03,0.,,0.,-318.611E-03
264,42.5451,-5.22248,-1.23028E+03,338.067E-03,0.,,0.,-318.217E-03
265,44.8449,-4.03145,-1.23003E+03,338.067E-03,0.,,0.,-316.832E-03
266,38.4362,-4.80257,-1.22773E+03,338.067E-03,0.,,0.,-319.676E-03
267,42.1689,-8.90798,-1.22751E+03,338.067E-03,0.,,0.,-319.764E-03
268,42.4941,-6.14997,-1.22274E+03,338.067E-03,0.,,0.,-318.506E-03
269,40.6439,-14.9003,-1.22198E+03,338.067E-03,0.,,0.,-322.665E-03
270,47.6755,-22.8635,-1.22348E+03,338.067E-03,0.,,0.,-322.901E-03
271,46.9019,-7.75315,-1.20414E+03,338.067E-03,0.,,0.,-317.1E-03
272,42.8547,-3.31425,-1.22314E+03,338.067E-03,0.,,0.,-317.263E-03
273,43.2396,-4.4847,-1.21706E+03,338.067E-03,0.,,0.,-317.484E-03
274,35.2995,-9.8601,-1.1753E+03,338.067E-03,0.,,0.,-322.452E-03
275,49.4608,-22.9312,-1.18179E+03,338.067E-03,0.,,0.,-321.791E-03
276,105.611,1.88385,-1.19665E+03,338.067E-03,0.,,0.,-289.603E-03
277,50.4979,-9.60515,-1.20871E+03,338.067E-03,0.,,0.,-316.415E-03
278,46.2328,-8.62816,-1.21184E+03,338.067E-03,0.,,0.,-317.818E-03
279,39.4928,-5.45708,-1.20043E+03,338.067E-03,0.,,0.,-319.192E-03
280,45.9785,982.468E-03,-1.20089E+03,338.067E-03,0.,,0.,-313.997E-03
281,46.1782,-3.58126,-1.19817E+03,338.067E-03,0.,,0.,-315.671E-03
282,54.6815,4.40211,-1.17981E+03,338.067E-03,0.,,0.,-308.705E-03
283,37.3335,-9.15498,-1.21073E+03,338.067E-03,0.,,0.,-321.656E-03
284,42.7542,-20.5358,-1.1953E+03,338.067E-03,0.,,0.,-323.791E-03
285,43.847,-16.3377,-1.18947E+03,338.067E-03,0.,,0.,-321.6E-03
286,52.2142,11.0151,-1.17288E+03,338.067E-03,0.,,0.,-306.951E-03
287,40.4887,-2.51203,-1.18966E+03,338.067E-03,0.,,0.,-317.472E-03
288,44.2788,-5.42288,-1.19348E+03,338.067E-03,0.,,0.,-317.116E-03
289,42.648,-3.94015,-1.19281E+03,338.067E-03,0.,,0.,-317.191E-03
290,16.1287,-8.87604,-1.16304E+03,338.067E-03,0.,,0.,-330.168E-03
291,62.0825,15.3854,-1.183E+03,338.067E-03,0.,,0.,-301.464E-03
292,44.7702,-790.825E-03,-1.18103E+03,338.067E-03,0.,,0.,-314.885E-03
293,42.9407,153.06E-03,-1.17981E+03,338.067E-03,0.,,0.,-315.248E-03
294,41.8716,-2.13535,-1.18166E+03,338.067E-03,0.,,0.,-316.638E-03
295,42.3087,-1.11126,-1.17941E+03,338.067E-03,0.,,0.,-316.013E-03
296,48.9446,-8.10149,-1.18534E+03,338.067E-03,0.,,0.,-316.131E-03
297,124.878,28.7255,-1.05598E+03,338.067E-03,0.,,0.,-264.819E-03
298,60.3727,-16.661,-1.17704E+03,338.067E-03,0.,,0.,-314.617E-03
299,48.4882,-1.722,-1.16451E+03,338.067E-03,0.,,0.,-313.439E-03
300,41.5441,-2.80633,-1.17325E+03,338.067E-03,0.,,0.,-316.928E-03
301,44.0984,-2.91067,-1.169E+03,338.067E-03,0.,,0.,-315.837E-03
302,45.5907,-8.02843,-1.17538E+03,338.067E-03,0.,,0.,-317.366E-03
